id;nom;insee;pop_2010;densite_2010;surface;coord1_degree;coord2_degree;coord1_grd;coord2_grd;coord1_dms;coord2_dms
6803;GOURDON-MURAT;19087;116;7;15.81;1.9;45.5333;-491;50601;15341;453226
6804;SEGUR-LE-CHATEAU;19254;239;25;9.48;1.31667;45.4333;-1146;50477;11818;452546
6805;SAINT-BONNET-LES-TOURS-DE-MERLE;19189;43;7;5.94;2.08333;45.0667;-305;50067;20343;450336
6806;SEILHAC;19255;1714;66;25.75;1.71667;45.3667;-692;50408;14249;452201
6807;BRIVEZAC;19032;182;22;8.24;1.85;45.0333;-551;50029;15026;450132
6808;FEYT;19083;117;5;19.56;2.48333;45.7;154;50766;22829;454123
6809;BAR;19016;323;15;20.82;1.81667;45.35;-580;50384;14852;452043
6810;BRIGNAC-LA-PLAINE;19030;864;46;18.72;1.33333;45.1833;-1108;50210;12021;451120
6811;LE JARDIN;19092;83;6;12.23;2.05;45.3167;-337;50357;20200;451917
6812;L'EGLISE-AUX-BOIS;19074;48;2;16.2;1.8;45.65;-594;50721;14808;453856
6813;CHAMBERET;19036;1325;18;69.85;1.71667;45.5833;-685;50648;14311;453500
6814;CHAMPAGNAC-LA-NOAILLE;19039;230;9;25.47;2.01667;45.3167;-354;50342;20103;451829
6815;LANTEUIL;19105;519;23;22.47;1.66667;45.1333;-753;50144;13932;450748
6816;PRADINES;19168;104;5;19.59;1.91667;45.5167;-475;50563;15433;453024
6817;ROSIERS-DE-JUILLAC;19177;188;19;9.85;1.3;45.3;-1149;50327;11810;451739
6818;MONTGIBAUD;19144;235;16;13.99;1.41667;45.5167;-1015;50576;12521;453107
6819;VOUTEZAC;19288;1270;56;22.38;1.43333;45.2833;-999;50325;12614;451732
6820;PERPEZAC-LE-NOIR;19162;1092;44;24.79;1.55;45.3167;-871;50363;13309;451935
6821;MARCILLAC-LA-CROZE;19126;182;29;6.08;1.75;45.0333;-659;50039;14435;450207
6822;PEYRELEVADE;19164;815;12;66.43;2.06667;45.7;-313;50782;20316;454214
6823;AUBAZINES;19013;874;61;14.1;1.67;45.1742;-741;50193;14012;451027
6824;ESPARTIGNAC;19076;410;29;14.03;1.6;45.4167;-823;50461;13544;452453
6825;SAINT-SYLVAIN;19245;146;19;7.49;1.88333;45.1833;-512;50195;15232;451031
6826;SAINT-MERD-LES-OUSSINES;19226;127;2;42.46;2.05;45.6333;-330;50703;20224;453757
6827;MAUSSAC;19130;407;29;13.78;2.15;45.4833;-215;50525;20835;452820
6828;PANDRIGNES;19158;172;20;8.45;1.85;45.2333;-536;50254;15116;451342
6829;MEYMAC;19136;2526;28;87.15;2.16667;45.5333;-211;50595;20849;453209
6830;ALBIGNAC;19003;244;25;9.74;1.68333;45.1333;-732;50155;14041;450821
6831;SALON-LA-TOUR;19250;708;16;43.01;1.53333;45.5;-887;50561;13218;453018
6832;SAINT-MARTIN-SEPERT;19223;272;17;15.71;1.46667;45.4333;-961;50483;12817;452604
6833;ESTIVALS;19077;129;14;8.88;1.46667;45.0333;-972;50031;12742;450141
6834;SARROUX;19252;432;18;23.76;2.43333;45.4167;104;50460;22548;452451
6835;EYGURANDE;19080;699;20;34.37;2.46667;45.6667;128;50735;22707;453941
6836;LATRONCHE;19110;146;7;19.79;2.23333;45.3;-121;50328;21340;451742
6837;SAINT-JULIEN-PRES-BORT;19218;431;14;30.63;2.4;45.4167;73;50462;22408;452457
6838;EYREIN;19081;525;19;26.39;1.95;45.3333;-436;50372;15639;452006
6839;MONESTIER-PORT-DIEU;19142;124;6;18;2.51667;45.5;183;50548;23005;452935
6840;LARCHE;19107;1609;280;5.74;1.41667;45.1167;-1023;50134;12456;450714
6841;SAINT-BAZILE-DE-LA-ROCHE;19183;147;20;7.16;1.96667;45.1667;-426;50168;15712;450906
6842;SAINT-HILAIRE-TAURIEUX;19212;95;11;8.61;1.85;45.0667;-561;50094;14955;450503
6843;BEAULIEU-SUR-DORDOGNE;19019;1253;144;8.65;1.83333;44.9833;-554;49976;15018;445842
6844;SAINT-BONNET-LA-RIVIERE;19187;371;36;10.11;1.36667;45.3;-1075;50333;12209;451800
6845;FORGES;19084;310;29;10.43;1.88333;45.1667;-518;50173;15212;450920
6846;SAINT-CYR-LA-ROCHE;19196;470;57;8.24;1.4;45.2667;-1051;50302;12327;451617
6847;LIGNAREIX;19114;157;16;9.38;2.3;45.6167;-44;50682;21748;453649
6848;SAINT-PANTALEON-DE-LARCHE;19229;4624;197;23.47;1.45;45.1333;-989;50157;12647;450828
6849;SAINT-SETIERS;19241;235;5;46.78;2.13333;45.7;-230;50774;20748;454147
6850;TUDEILS;19271;249;26;9.55;1.8;45.05;-603;50056;14738;450301
6851;ALBUSSAC;19004;693;19;36.26;1.83333;45.1333;-557;50154;15008;450817
6852;ALLASSAC;19005;3796;97;39.01;1.48333;45.25;-957;50287;12832;451530
6853;TARNAC;19265;322;4;67.46;1.95;45.6833;-433;50756;15649;454049
6854;SAINT-AUGUSTIN;19181;453;15;29.31;1.83333;45.4167;-554;50471;15016;452527
6855;MEYRIGNAC-L'EGLISE;19137;50;4;10.22;1.85;45.4;-538;50445;15107;452403
6856;BEYNAT;19023;1263;36;34.84;1.72333;45.1245;-681;50138;14324;450728
6857;SAINT-EXUPERY-LES-ROCHES;19201;551;14;37;2.38333;45.5167;37;50574;22211;453058
6858;SORNAC;19261;830;13;59.48;2.2;45.6667;-159;50741;21136;454002
6859;SAINT-PARDOUX-CORBIER;19230;366;20;17.44;1.45;45.4333;-984;50480;12704;452554
6860;BRANCEILLES;19029;260;22;11.59;1.7;45.0167;-696;50013;14237;450041
6861;USSEL;19275;10245;203;50.37;2.31667;45.55;-30;50609;21833;453253
6862;SAINT-YRIEIX-LE-DEJALAT;19249;391;9;40.33;1.96667;45.45;-406;50508;15818;452725
6863;VIGEOIS;19285;1233;28;43.25;1.51667;45.3833;-910;50422;13102;452246
6864;SAINT-GENIEZ-O-MERLE;19205;105;6;15.83;2.08333;45.0667;-303;50092;20351;450459
6865;LAMAZIERE-BASSE;19102;297;6;44.04;2.16667;45.3667;-184;50414;21014;452221
6866;SAINT-ETIENNE-LA-GENESTE;19200;93;18;5.01;2.35;45.45;10;50496;22044;452648
6867;SAINT-JULIEN-LE-VENDOMOIS;19216;264;11;23.29;1.31667;45.4667;-1120;50513;11942;452742
6868;LIOURDRES;19116;224;37;5.91;1.8;44.9333;-584;49922;14839;445549
6869;BENAYES;19022;267;11;23.12;1.46667;45.5167;-962;50578;12815;453111
6870;COMBRESSOL;19058;346;13;25.43;2.16667;45.4833;-196;50528;20936;452832
6871;SAINT-JAL;19213;651;24;26.55;1.63333;45.4;-770;50441;13836;452348
6872;ORLIAC-DE-BAR;19155;269;17;14.97;1.8;45.3667;-595;50401;14804;452139
6873;COUFFY-SUR-SARSONNE;19064;73;5;14.05;2.33333;45.6667;-9;50735;21943;453941
6874;SAINT-PRIEST-DE-GIMEL;19236;473;26;17.68;1.86667;45.3;-498;50352;15320;451900
6875;LADIGNAC-SUR-RONDELLES;19096;440;43;10.18;1.83778;45.2337;-554;50259;15016;451401
6876;MONTAIGNAC-SAINT-HIPPOLYTE;19143;548;26;20.47;2.01667;45.35;-397;50393;15844;452114
6877;LAMAZIERE-HAUTE;19103;70;4;15.31;2.4;45.6667;66;50745;22347;454013
6878;MADRANGES;19122;194;15;12.88;1.78333;45.4833;-607;50528;14725;452830
6879;SAINT-MERD-DE-LAPLEAU;19225;152;6;24.5;2.08333;45.2667;-283;50285;20454;451525
6880;ALTILLAC;19007;854;33;25.23;1.86667;44.9667;-545;49974;15046;445837
6881;ESTIVAUX;19078;373;22;16.58;1.48333;45.3167;-947;50350;12904;451854
6882;MANSAC;19124;1362;74;18.4;1.38333;45.1667;-1059;50187;12300;451006
6883;ROSIERS-D'EGLETONS;19176;1078;28;38.18;2.01667;45.3833;-365;50419;20029;452239
6884;TREIGNAC;19269;1376;37;36.73;1.8;45.5333;-602;50597;14743;453213
6885;NONARDS;19152;450;40;11.1;1.8;45.0333;-588;50024;14827;450117
6886;CHIRAC-BELLEVUE;19055;269;13;20.65;2.31667;45.45;-35;50502;21819;452705
6887;SAINT-HILAIRE-FOISSAC;19208;210;5;36.92;2.13333;45.3333;-235;50368;20730;451951
6888;SAINT-BONNET-L'ENFANTIER;19188;344;29;11.78;1.51667;45.3;-904;50333;13123;451800
6889;LAVAL-SUR-LUZEGE;19111;98;5;16.94;2.15;45.2333;-225;50297;20802;451601
6890;PALISSE;19157;235;7;32.89;2.21667;45.4167;-145;50465;21222;452508
6891;LA CHAPELLE-AUX-BROCS;19043;406;81;4.99;1.61667;45.15;-789;50162;13736;450846
6892;LAGUENNE;19101;1465;208;7.01;1.78333;45.2333;-617;50269;14653;451432
6893;SAINT-MARTIAL-DE-GIMEL;19220;472;19;24.04;1.86667;45.2667;-515;50297;15222;451601
6894;LAROCHE-PRES-FEYT;19108;75;4;17.24;2.51667;45.7;189;50784;23024;454219
6895;AMBRUGEAT;19008;203;6;29.57;2.13333;45.5333;-243;50585;20704;453136
6896;MARCILLAC-LA-CROISILLE;19125;852;22;38.69;2.03333;45.2833;-341;50303;20146;451621
6897;SAINT-VIANCE;19246;1676;103;16.23;1.45;45.2167;-982;50242;12709;451303
6898;GUMOND;19090;103;10;9.87;1.98333;45.2167;-397;50245;15844;451314
6899;SAINTE-MARIE-LAPANOUZE;19219;61;9;6.63;2.35;45.4333;4;50479;22026;452553
6900;LAPLEAU;19106;381;21;17.76;2.16667;45.2833;-189;50326;20958;451737
6901;LUBERSAC;19121;2314;40;57.46;1.4;45.45;-1035;50494;12416;452641
6902;SAINT-BAZILE-DE-MEYSSAC;19184;151;33;4.47;1.73333;45.05;-678;50056;14335;450303
6903;CHAMPAGNAC-LA-PRUNE;19040;171;12;13.27;1.98333;45.1833;-429;50206;15703;451109
6904;DONZENAC;19072;2545;104;24.24;1.53333;45.2333;-903;50253;13126;451338
6905;SAINT-ROBERT;19239;342;56;6.08;1.3;45.25;-1159;50284;11735;451519
6906;CHAVANAC;19052;56;5;9.85;2.1;45.6333;-269;50694;20539;453729
6907;CHAUMEIL;19051;161;5;31.7;1.88167;45.4564;-505;50507;15254;452723
6908;MALEMORT-SUR-CORREZE;19123;7709;466;16.51;1.55;45.1667;-858;50190;13350;451015
6909;COSNAC;19063;2902;145;19.98;1.6;45.1333;-835;50149;13508;450803
6910;SAINT-ETIENNE-AUX-CLOS;19199;231;6;34.78;2.46667;45.5667;138;50632;22738;453407
6911;BRIVE-LA-GAILLARDE;19031;48949;1007;48.59;1.53333;45.15;-893;50177;13159;450932
6912;NOAILLES;19151;875;69;12.57;1.53333;45.1;-904;50114;13122;450610
6913;RILHAC-TREIGNAC;19172;119;12;9.42;1.66667;45.5333;-723;50585;14109;453135
6914;MERCOEUR;19133;244;8;29.94;1.95;45.0167;-432;50017;15653;450054
6915;SAINT-VICTOUR;19247;186;12;14.79;2.38333;45.4667;48;50516;22249;452752
6916;SAINT-PARDOUX-LE-VIEUX;19233;281;17;15.8;2.28333;45.6167;-67;50673;21634;453620
6917;SAINT-JULIEN-AUX-BOIS;19214;492;11;44.09;2.13333;45.1333;-219;50144;20821;450748
6918;SERVIERES-LE-CHATEAU;19258;670;27;24.24;2.03333;45.1333;-346;50145;20130;450749
6919;PIERREFITTE;19166;75;7;10.01;1.61667;45.4167;-765;50470;13854;452523
6920;MEYSSAC;19138;1252;108;11.56;1.66667;45.05;-736;50062;14027;450320
6921;CHAMEYRAT;19038;1581;83;18.95;1.7;45.2333;-709;50260;14153;451403
6922;BUGEAT;19033;886;28;30.99;1.93333;45.6;-455;50665;15538;453553
6923;SAINT-HILAIRE-LES-COURBES;19209;160;4;36.36;1.83333;45.6;-559;50679;15001;453638
6924;VIAM;19284;113;3;29.99;1.88333;45.6;-503;50677;15301;453633
6925;VARS-SUR-ROSEIX;19279;323;75;4.26;1.36667;45.25;-1080;50288;12152;451534
6926;SAINT-MARTIAL-ENTRAYGUES;19221;80;10;7.39;1.98333;45.1167;-404;50134;15824;450714
6927;VEGENNES;19280;166;16;10.11;1.75;44.9833;-663;49980;14423;445855
6928;LIGNEYRAC;19115;302;36;8.36;1.61667;45.05;-798;50058;13707;450307
6929;GOULLES;19086;345;10;33.4;2.08333;45.05;-285;50047;20447;450233
6930;GRANDSAIGNE;19088;47;2;19.92;1.93333;45.4833;-465;50545;15505;452924
6931;NEUVILLE;19149;196;13;14.29;1.83333;45.1167;-562;50124;14949;450641
6932;SAINT-SOLVE;19242;409;70;5.84;1.4;45.3;-1040;50344;12402;451836
6933;BILHAC;19026;212;30;6.99;1.78333;44.95;-625;49937;14626;445637
6934;BASSIGNAC-LE-HAUT;19018;204;11;18.37;2.06667;45.2167;-294;50235;20418;451241
6935;LISSAC-SUR-COUZE;19117;727;57;12.62;1.46667;45.1;-972;50116;12741;450614
6936;MARGERIDES;19128;264;22;11.8;2.4;45.45;70;50504;22360;452712
6937;BASSIGNAC-LE-BAS;19017;90;7;12.29;1.86667;45.0167;-538;50021;15110;450109
6938;BONNEFOND;19027;115;2;45.06;1.98333;45.5333;-392;50591;15901;453154
6939;CUBLAC;19066;1751;86;20.18;1.31667;45.15;-1147;50162;11816;450846
6940;CHENAILLER-MASCHEIX;19054;179;11;15.82;1.84;45.0545;-552;50061;15024;450316
6941;MARC-LA-TOUR;19127;168;25;6.59;1.85;45.2;-546;50228;15041;451218
6942;AUTRICOURT;21034;122;4;26.77;4.61977;47.9966;2537;53331;43712;475952
6943;SAINT-SEINE-SUR-VINGEANNE;21574;402;21;18.69;5.43333;47.5167;3437;52803;52547;473122
6944;LERY;21345;220;15;14.62;4.83333;47.5667;2782;52841;45027;473324
6945;MARCELLOIS;21377;37;10;3.66;4.61667;47.35;2530;52610;43647;472056
6946;MEUILLEY;21409;458;75;6.1;4.88333;47.1333;2821;52379;45233;470829
6947;TRUGNY;21647;112;16;6.86;5.15;46.9833;3121;52203;50845;465856
6948;SAUSSY;21589;97;10;9.3;4.95;47.4667;2917;52742;45743;472805
6949;NESLE-ET-MASSOULT;21451;82;3;23.38;4.43333;47.7833;2327;53084;42552;474634
6950;LANTENAY;21339;500;29;17.13;4.86667;47.3333;2811;52602;45200;472032
6951;MONTMOYEN;21438;89;4;19.2;4.8;47.7333;2730;53037;44737;474401
6952;BLAISY-BAS;21080;699;52;13.27;4.73333;47.3667;2671;52636;44425;472222
6953;VENAREY-LES-LAUMES;21663;2947;288;10.23;4.43333;47.5333;2343;52824;42643;473231
6954;TROUHANS;21645;646;60;10.6;5.26667;47.15;3264;52388;51627;470857
6955;DAROIS;21227;443;54;8.12;4.93333;47.3833;2892;52657;45622;472328
6956;LUCENAY-LE-DUC;21358;206;7;28.81;4.51667;47.6;2423;52902;43101;473641
6957;VARANGES;21656;778;83;9.37;5.2;47.2333;3174;52478;51135;471349
6958;SEMEZANGES;21601;104;12;8.14;4.85834;47.2153;2802;52461;45130;471255
6959;VISERNY;21709;191;28;6.75;4.28333;47.5667;2160;52844;41649;473336
6960;SPOY;21614;298;24;12.04;5.2;47.45;3170;52718;51124;472646
6961;MONTIGNY-SAINT-BARTHELEMY;21430;87;14;6.2;4.26667;47.4167;2148;52694;41611;472527
6962;PLANAY;21484;81;9;8.72;4.38333;47.75;2269;53050;42243;474442
6963;FLEUREY-SUR-OUCHE;21273;1161;39;29.76;4.85;47.3167;2803;52569;45134;471843
6964;BUSSEAUT;21117;66;6;10.62;4.65;47.7333;2567;53041;43848;474413
6965;AVOSNES;21040;75;6;11.54;4.65;47.3667;2562;52629;43832;472156
6966;COLOMBIER;21184;51;13;3.9;4.66667;47.1667;2597;52409;44028;471004
6967;CHARMES;21146;124;18;6.53;5.35;47.3833;3344;52640;52047;472235
6968;CHANNAY;21143;63;4;13.33;4.33333;47.8833;2217;53203;41955;475256
6969;GENAY;21291;335;24;13.82;4.3;47.5333;2180;52807;41754;473133
6970;CHAZILLY;21164;133;15;8.79;4.58333;47.1833;2495;52426;43456;471100
6971;JAILLY-LES-MOULINS;21321;92;9;9.29;4.6;47.45;2513;52732;43554;472733
6972;GILLY-LES-CITEAUX;21297;634;57;11.03;4.98333;47.1667;2937;52414;45849;471022
6973;VILLEBERNY;21690;87;6;12.9;4.6;47.4333;2514;52708;43557;472614
6974;CHAUDENAY-LE-CHATEAU;21156;47;8;5.27;4.65;47.1833;2565;52420;43843;471041
6975;BEZOUOTTE;21072;201;182;1.1;5.33333;47.3833;3329;52648;51956;472258
6976;MELOISEY;21401;328;26;12.27;4.73333;47.0333;2665;52259;44406;470159
6977;POUILLY-SUR-VINGEANNE;21503;117;11;10.56;5.43333;47.5333;3439;52822;52555;473224
6978;SAULON-LA-CHAPELLE;21585;1049;105;9.99;5.08333;47.2167;3058;52461;50519;471254
6979;LUSIGNY-SUR-OUCHE;21360;107;10;10.07;4.66667;47.0833;2597;52323;44025;470528
6980;BELLENOD-SUR-SEINE;21061;78;5;14.59;4.65;47.7;2566;52998;43845;474152
6981;CHAUME-ET-COURCHAMP;21158;155;19;8.1;5.35112;47.5695;3349;52855;52104;473410
6982;SAINT-BROING-LES-MOINES;21543;188;9;20.09;4.83333;47.6833;2783;52997;45030;474150
6983;VILLAINES-LES-PREVOTES;21686;141;13;10.78;4.3;47.55;2189;52838;41823;473315
6984;THOREY-SUR-OUCHE;21634;153;12;12.03;4.7;47.15;2621;52385;44145;470848
6985;NORGES-LA-VILLE;21462;869;79;11;5.06667;47.4;3045;52675;50437;472428
6986;PULIGNY-MONTRACHET;21512;411;56;7.28;4.75;46.95;2686;52162;44515;465645
6987;SAVIGNY-SOUS-MALAIN;21592;195;30;6.35;4.76667;47.3333;2692;52591;44534;471956
6988;SAULX-LE-DUC;21587;271;9;29.08;5.01667;47.5333;2981;52822;50110;473222
6989;CHARREY-SUR-SEINE;21149;166;13;12.68;4.51278;47.9445;2418;53272;43046;475640
6990;CHAMBOLLE-MUSIGNY;21133;313;41;7.57;4.95;47.1833;2907;52429;45710;471108
6991;CLEMENCEY;21178;120;11;10.72;4.88333;47.25;2829;52497;45256;471450
6992;QUINCEY;21517;426;76;5.57;4.96667;47.1167;2928;52345;45818;470637
6993;CHEMIN-D'AISEY;21165;64;7;8.51;4.56667;47.7333;2476;53046;43353;474428
6994;CORGOLOIN;21194;921;73;12.58;4.91667;47.0833;2864;52316;45452;470502
6995;MENESSAIRE;21403;71;4;14.91;4.15;47.1333;2012;52372;40852;470806
6996;VILLECOMTE;21692;267;16;16.41;5.03333;47.5167;2998;52789;50207;473036
6997;EBATY;21236;223;104;2.13;4.78333;46.9333;2720;52144;44704;465545
6998;SAMEREY;21581;130;18;7.02;5.36667;47.0833;3360;52322;52138;470524
6999;VOULAINES-LES-TEMPLIERS;21717;306;13;23.13;4.77806;47.8195;2713;53133;44641;474910
7000;QUETIGNY;21515;9752;1190;8.19;5.11667;47.3167;3077;52572;50622;471852
7001;VIX;21711;111;31;3.53;4.55;47.9;2447;53229;43221;475421
7002;SAINT-EUPHRONE;21547;198;17;11.04;4.38333;47.4833;2271;52753;42249;472840
7003;RIEL-LES-EAUX;21524;84;3;25.77;4.68333;47.9667;2598;53306;44028;475830
7004;DRAMBON;21233;165;34;4.77;5.36667;47.3333;3361;52597;52140;472013
7005;LA ROCHE-EN-BRENIL;21525;898;17;50.85;4.16667;47.3667;2047;52645;41045;472251
7006;MARMAGNE;21389;237;18;12.89;4.36667;47.6167;2256;52913;42203;473719
7007;BRETENIERE;21106;736;122;6.03;5.11417;47.2406;3086;52490;50651;471426
7008;PONCEY-SUR-L'IGNON;21494;86;5;16.35;4.76667;47.5;2694;52772;44541;472941
7009;MAGNY-MONTARLOT;21367;234;39;5.94;5.34723;47.2481;3345;52498;52050;471453
7010;MONTAGNY-LES-BEAUNE;21423;662;109;6.04;4.85;46.9833;2792;52212;45058;465928
7011;MESMONT;21406;211;33;6.37;4.75;47.3167;2675;52570;44440;471846
7012;MOLOY;21421;220;11;19.23;4.91667;47.5333;2884;52822;45557;473224
7013;BEIRE-LE-CHATEL;21056;792;41;19.25;5.2;47.4167;3187;52680;51219;472444
7014;CURTIL-SAINT-SEINE;21218;101;8;12.01;4.93333;47.45;2879;52722;45540;472660
7015;SAINT-HELIER;21552;40;10;3.93;4.68333;47.3833;2607;52650;44057;472306
7016;COUCHEY;21200;1192;93;12.7;4.98333;47.2667;2939;52512;45853;471538
7017;LA MOTTE-TERNANT;21445;168;7;21.32;4.33333;47.3167;2218;52583;41957;471927
7018;SAINTE-MARIE-LA-BLANCHE;21558;817;120;6.79;4.9;46.9833;2838;52198;45328;465840
7019;PUITS;21511;139;6;20.79;4.46667;47.7333;2360;53038;42737;474402
7020;QUINCEROT;21516;104;23;4.42;4.26667;47.6114;2144;52902;41560;473641
7021;CHAMBOEUF;21132;331;29;11.25;4.9;47.2333;2854;52478;45420;471349
7022;CHEVIGNY-EN-VALIERE;21170;293;53;5.5;4.96667;46.9667;2932;52186;45831;465801
7023;MONTBARD;21425;5513;118;46.37;4.33333;47.6167;2223;52914;42013;473723
7024;SALIVES;21579;285;5;47.85;4.9;47.6167;2869;52908;45508;473700
7025;CORGENGOUX;21193;372;29;12.53;5;46.9833;2946;52212;45918;465927
7026;MACONGE;21362;149;23;6.27;4.58333;47.2;2490;52467;43439;471314
7027;BROINDON;21113;122;26;4.64;5.05;47.2;3009;52442;50241;471151
7028;MONTLIOT-ET-COURCELLES;21435;285;32;8.65;4.56667;47.8833;2470;53213;43335;475329
7029;CHAUDENAY-LA-VILLE;21155;38;7;5.18;4.65;47.1667;2570;52404;43859;470950
7030;NUITS-SAINT-GEORGES;21464;5600;273;20.5;4.95;47.1333;2904;52375;45701;470815
7031;IZIER;21320;771;103;7.48;5.18333;47.2833;3172;52535;51128;471654
7032;SAVIGNY-LE-SEC;21591;807;86;9.34;5.05;47.4333;3018;52700;50311;472549
7033;ANCEY;21013;379;44;8.47;4.83333;47.3333;2767;52588;44936;471946
7034;CULETRE;21216;81;14;5.59;4.58333;47.15;2488;52386;43434;470850
7035;VILLIERS-LE-DUC;21704;103;1;84.34;4.71667;47.8167;2634;53135;44227;474916
7036;JOURS-EN-VAUX;21327;100;11;8.81;4.58333;47.05;2490;52263;43440;470212
7037;MASSINGY-LES-VITTEAUX;21395;88;9;9.27;4.58333;47.4;2495;52666;43455;472356
7038;MARIGNY-LE-CAHOUET;21386;277;14;19.28;4.45;47.4667;2360;52738;42737;472750
7039;VERDONNET;21664;88;4;18.04;4.31667;47.7333;2215;53041;41948;474412
7040;BILLEY;21074;226;59;3.83;5.43333;47.15;3439;52383;52555;470842
7041;ATHEE;21028;780;82;9.43;5.36667;47.2333;3372;52478;52217;471348
7042;SAINT-GERMAIN-DE-MODEON;21548;172;10;16.31;4.13333;47.3833;1995;52644;40754;472246
7043;VOUGEOT;21716;191;217;0.88;4.96667;47.1667;2919;52418;45749;471035
7044;TICHEY;21637;211;30;6.88;5.28333;47.0167;3275;52236;51702;470046
7045;TAILLY;21616;191;41;4.57;4.81667;46.9667;2753;52188;44851;465809
7046;THOSTE;21635;117;10;10.84;4.21667;47.4333;2099;52707;41333;472611
7047;COULMIER-LE-SEC;21201;271;8;32.29;4.48333;47.75;2396;53056;42934;474501
7048;MARCILLY-ET-DRACY;21381;95;10;8.65;4.5;47.4;2403;52669;42959;472407
7049;BARJON;21049;41;8;4.57;4.96667;47.6167;2914;52902;45732;473642
7050;VIEILMOULIN;21679;103;16;6.06;4.67889;47.3117;2603;52569;44044;471842
7051;CIREY-LES-PONTAILLER;21175;137;15;8.79;5.3;47.3;3288;52565;51745;471832
7052;THOREY-SOUS-CHARNY;21633;188;16;11.54;4.45;47.3167;2344;52582;42648;471926
7053;BEAUMONT-SUR-VINGEANNE;21053;185;15;11.72;5.36667;47.4667;3363;52739;52147;472753
7054;COMMARIN;21187;124;19;6.39;4.65;47.25;2569;52508;43856;471524
7055;LAMARCHE-SUR-SAONE;21337;1253;36;33.96;5.38333;47.2667;3387;52522;52307;471610
7056;MENESBLE;21402;11;1;5.51;4.9;47.7667;2845;53082;45348;474624
7057;SOISSONS-SUR-NACEY;21610;330;42;7.72;5.45;47.25;3466;52510;52722;471532
7058;VILLY-EN-AUXOIS;21707;239;14;16.17;4.63333;47.4167;2554;52689;43806;472513
7059;BINGES;21076;628;35;17.66;5.26667;47.3333;3256;52588;51602;471946
7060;MAISEY-LE-DUC;21372;104;8;12.67;4.66667;47.8333;2602;53162;44042;475045
7061;FIXIN;21265;757;74;10.12;4.96667;47.25;2929;52495;45822;471444
7062;MOLESME;21419;242;8;28.42;4.35695;47.935;2245;53261;42125;475606
7063;AGEY;21002;270;32;8.42;4.76667;47.2833;2695;52538;44545;471703
7064;VIC-SOUS-THIL;21678;202;9;21.34;4.31667;47.3667;2192;52633;41834;472212
7065;DREE;21234;54;10;5.14;4.68333;47.35;2616;52610;44127;472057
7066;PLUVET;21487;419;64;6.51;5.26667;47.2;3253;52450;51552;471216
7067;VELARS-SUR-OUCHE;21661;1704;140;12.13;4.9;47.3333;2853;52578;45417;471914
7068;GISSEY-LE-VIEIL;21298;105;12;8.38;4.48333;47.3167;2384;52581;42856;471923
7069;HEUILLEY-SUR-SAONE;21316;301;30;9.78;5.45;47.3333;3465;52589;52718;471948
7070;CUSSY-LE-CHATEL;21222;121;16;7.23;4.58333;47.1667;2499;52406;43508;470954
7071;MARANDEUIL;21376;117;25;4.55;5.35;47.35;3345;52608;52051;472051
7072;CHARREY-SUR-SAONE;21148;338;58;5.75;5.16667;47.0833;3141;52321;50948;470518
7073;ECHANNAY;21238;121;16;7.18;4.68333;47.2833;2599;52535;44032;471654
7074;MONTIGNY-SUR-AUBE;21432;311;15;19.5;4.76667;47.95;2712;53282;44639;475712
7075;CHENOVE;21166;14045;1892;7.42;5;47.2833;2967;52546;50026;471728
7076;PERNAND-VERGELESSES;21480;279;49;5.59;4.85112;47.08;2794;52311;45104;470448
7077;VIC-DES-PRES;21677;105;11;8.95;4.63333;47.1;2561;52338;43831;470616
7078;BESSEY-EN-CHAUME;21065;110;10;10.46;4.73333;47.0833;2673;52312;44434;470450
7079;FOISSY;21274;153;10;15.12;4.56667;47.1167;2473;52358;43344;470720
7080;VILLARS-FONTAINE;21688;125;43;2.89;4.88333;47.15;2839;52388;45329;470857
7081;VILLIERS-EN-MORVAN;21703;42;6;6.7;4.26667;47.15;2132;52384;41519;470846
7082;SAVIGNY-LES-BEAUNE;21590;1367;37;35.98;4.81667;47.0667;2758;52293;44906;470349
7083;BOUZE-LES-BEAUNE;21099;333;48;6.91;4.76667;47.05;2705;52280;44617;470306
7084;TELLECEY;21624;132;26;5.07;5.28333;47.2833;3272;52549;51652;471739
7085;MONTAGNY-LES-SEURRE;21424;109;15;7.16;5.25;47.0167;3241;52248;51513;470124
7086;POTHIERES;21499;194;10;17.86;4.5;47.9167;2426;53247;43111;475521
7087;VILLOTTE-SUR-OURCE;21706;112;11;9.49;4.68333;47.8667;2603;53182;44046;475149
7088;MARTROIS;21392;62;8;7.59;4.53333;47.3;2445;52568;43213;471839
7089;GERLAND;21294;411;19;20.68;5;47.1;2966;52327;50023;470540
7090;CHASSAGNE-MONTRACHET;21150;353;54;6.5;4.73333;46.9333;2658;52152;44342;465613
7091;MAGNY-LES-AUBIGNY;21366;196;28;6.99;5.16667;47.1167;3155;52346;51035;470640
7092;COMBERTAULT;21185;528;134;3.92;4.9;47;2847;52214;45356;465934
7093;SAINT-JEAN-DE-BOEUF;21553;113;9;12.26;4.75;47.2167;2677;52464;44446;471303
7094;GEVROLLES;21296;167;6;27.05;4.7805;47.9833;2713;53320;44642;475916
7095;REULLE-VERGY;21523;120;19;6.13;4.9;47.1833;2842;52429;45341;471111
