id;nom;insee;pop_2010;densite_2010;surface;long_deg;lat_deg
15719;CASTELNER;40073;116;20;5.73;-0.583333;43.55
15720;MAZEROLLES;40178;698;43;15.97;-0.436389;43.8753
15721;CANENX-ET-REAUT;40064;175;6;28.07;-0.433333;44
15722;BASCONS;40025;912;48;18.7;-0.4;43.8167
15723;VIELLE-SAINT-GIRONS;40326;1195;16;72.03;-1.3;43.95
15724;SAINT-ETIENNE-D'ORTHE;40256;593;53;11.07;-1.16667;43.5833
15725;ESCALANS;40093;251;8;30.31;0.033333;43.9667
15726;ANGOUME;40003;288;36;7.83;-1.13333;43.6667
15727;GRENADE-SUR-L'ADOUR;40117;2503;126;19.72;-0.416667;43.7833
15728;LAGLORIEUSE;40139;557;48;11.59;-0.4;43.8667
15729;LESGOR;40151;375;13;28.19;-0.9;43.85
15730;SORBETS;40305;186;15;11.88;-0.316667;43.6333
15731;SAINT-MAURICE-SUR-ADOUR;40275;578;60;9.53;-0.45;43.7833
15732;ARENGOSSE;40006;706;11;62.48;-0.783333;44
15733;MIMBASTE;40183;1018;49;20.6;-0.966667;43.65
15734;SAINT-VINCENT-DE-TYROSSE;40284;7585;361;20.98;-1.3;43.6667
15735;CALLEN;40060;142;1;87.86;-0.466667;44.3
15736;SAINT-PAUL-EN-BORN;40278;817;18;43.53;0.847501;44.2242
15737;MUR-DE-SOLOGNE;41157;1430;28;50.5;1.61667;47.4167
15738;CHAUMONT-SUR-THARONNE;41046;1096;13;78.33;1.9;47.6167
15739;MONTRIEUX-EN-SOLOGNE;41152;631;18;34.11;1.73333;47.55
15740;VILLEROMAIN;41290;225;17;13.08;1.15;47.7333
15741;SAINT-RIMAY;41228;285;38;7.36;0.916667;47.7667
15742;SAINTE-GEMMES;41210;101;11;8.56;1.26667;47.7833
15743;DHUIZON;41074;1430;32;43.34;1.65;47.5833
15744;THESEE;41258;1181;67;17.61;1.31667;47.3333
15745;ROMORANTIN-LANTHENAY;41194;17027;375;45.31;1.74361;47.3589
15746;THOURY;41260;391;24;15.76;1.6;47.6333
15747;SASNIERES;41236;101;12;7.83;0.933333;47.7167
15748;SERIS;41245;375;21;17.52;1.5;47.75
15749;NEUNG-SUR-BEUVRON;41159;1238;19;63;1.8;47.5333
15750;SAVIGNY-SUR-BRAYE;41238;2177;32;67.18;0.816667;47.8833
15751;POUILLE;41181;807;44;18.03;1.3;47.3167
15752;LA COLOMBE;41056;198;10;18.36;1.36667;47.8833
15753;BINAS;41017;731;27;26.38;1.46667;47.9
15754;SAINT-SULPICE-DE-POMMERAY;41230;1801;156;11.5;1.26667;47.6
15755;COUR-SUR-LOIRE;41069;272;50;5.4;1.43333;47.65
15756;AREINES;41003;609;125;4.84;1.1;47.8
15757;GOMBERGEAN;41098;182;14;12.18;1.08333;47.65
15758;LA CHAPELLE-ENCHERIE;41037;176;16;10.76;1.2;47.8167
15759;MONTLIVAULT;41148;1339;124;10.73;1.45;47.6333
15760;NEUVY;41160;326;10;31.28;1.6;47.5667
15761;SAINT-AGIL;41197;273;17;15.61;0.933333;48.0333
15762;SAINT-BOHAIRE;41203;472;33;14.06;1.26667;47.65
15763;BAUZY;41013;264;10;24.7;1.6;47.5333
15764;GIEVRES;41097;2292;60;38.05;1.66667;47.2667
15765;OUCQUES;41171;1482;56;26.23;1.3;47.8167
15766;LES HAYES;41100;201;12;15.71;0.776944;47.7153
15767;EPUISAY;41078;745;31;23.52;0.933333;47.9
15768;THENAY;41257;846;42;20.03;1.28333;47.3833
15769;LAMOTTE-BEUVRON;41106;4736;202;23.34;2.01667;47.6
15770;OIGNY;41165;93;9;9.86;0.933333;48.0667
15771;MONT-PRES-CHAMBORD;41150;3271;114;28.51;1.45;47.5667
15772;SAINT-LOUP;41222;361;24;14.7;1.83945;47.2653
15773;CELLE;41030;249;19;12.67;0.783333;47.8333
15774;SAINT-JEAN-FROIDMENTEL;41216;503;29;17.2;1.25;47.95
15775;BEAUCHENE;41014;163;16;10.08;0.969444;47.9406
15776;LE PLESSIS-DORIN;41177;184;12;14.19;0.866667;48.0833
15777;ARVILLE;41005;104;10;9.75;0.95;48.0667
15778;VALAIRE;41266;75;11;6.68;1.26667;47.4667
15779;PRAY;41182;305;29;10.48;1.11667;47.6833
15780;LA VILLE-AUX-CLERCS;41275;1333;50;26.61;1.08333;47.9167
15781;PRENOUVELLON;41183;218;11;19.77;1.53333;47.9667
15782;ARTINS;41004;298;25;11.72;0.733333;47.75
15783;COULANGES;41064;308;36;8.35;1.21667;47.55
15784;FRESNES;41094;1080;67;16.02;1.41667;47.4333
15785;MONDOUBLEAU;41143;1497;309;4.84;0.9;47.9833
15786;VALLIERES-LES-GRANDES;41267;836;20;40.75;1.15;47.4167
15787;THORE-LA-ROCHETTE;41259;886;82;10.78;0.966667;47.7833
15788;AZE;41010;1119;35;31.93;0.998611;47.8512
15789;VOUZON;41296;1487;19;78.25;2.0593;47.65
15790;SOINGS-EN-SOLOGNE;41247;1543;43;35.3;1.51667;47.4167
15791;SAINT-HILAIRE-LA-GRAVELLE;41214;689;39;17.57;1.2;47.9167
15792;FAYE;41081;220;25;8.7;1.18333;47.8
15793;MONTEAUX;41144;792;126;6.27;1.11667;47.4833
15794;MONTROUVEAU;41153;133;7;17.7;0.733333;47.7167
15795;VIEVY-LE-RAYE;41273;490;10;45.12;1.31667;47.8667
15796;BONNEVEAU;41020;502;45;10.95;0.75;47.8167
15797;LUNAY;41120;1334;34;38.63;0.916667;47.8
15798;RUAN-SUR-EGVONNE;41196;91;8;11.35;1.14556;48.0134
15799;LE PLESSIS-L'ECHELLE;41178;74;6;11.7;1.43333;47.8167
15800;VINEUIL;41295;7119;318;22.34;1.38333;47.5833
15801;MAVES;41130;663;19;33.33;1.36667;47.75
15802;COUTURE-SUR-LOIR;41070;415;29;14.3;0.683333;47.75
15803;VILLERABLE;41287;535;31;16.81;1.03333;47.75
15804;LES ESSARTS;41079;105;23;4.38;0.716667;47.7333
15805;MUIDES-SUR-LOIRE;41155;1365;149;9.15;1.51667;47.6667
15806;SAINT-LAURENT-DES-BOIS;41219;296;16;18.32;1.45;47.85
15807;AMBLOY;41001;196;14;13.16;0.966667;47.7167
15808;BOISSEAU;41019;100;12;8.06;1.3;47.7667
15809;VILLEBAROU;41276;2619;287;9.11;1.31667;47.6167
15810;LA CHAPELLE-SAINT-MARTIN-EN-PLAINE;41039;689;30;22.83;1.41667;47.7167
15811;LA CHAUSSEE-SAINT-VICTOR;41047;4230;638;6.63;1.36667;47.6167
15812;SAINT-CYR-DU-GAULT;41205;179;6;26.06;1.03333;47.6167
15813;CANDE-SUR-BEUVRON;41029;1479;95;15.49;1.25;47.5
15814;SARGE-SUR-BRAYE;41235;1003;23;42.61;0.85;47.9167
15815;VERNOU-EN-SOLOGNE;41271;606;11;51.31;1.68333;47.5
15816;TRIPLEVILLE;41264;149;11;13.07;1.48333;47.95
15817;SEIGY;41239;1121;137;8.18;1.4;47.2333
15818;BRIOU;41027;117;11;10.17;1.48333;47.8167
15819;VILLEHERVIERS;41282;492;12;38.9;1.8;47.3667
15820;FONTAINE-RAOUL;41088;238;10;21.9;1.13333;47.9833
15821;CHAUVIGNY-DU-PERCHE;41048;227;9;23.43;1.06667;47.95
15822;LES ROCHES-L'EVEQUE;41192;292;121;2.4;0.883333;47.7833
15823;FOUGERES-SUR-BIEVRE;41092;801;54;14.69;1.35;47.45
15824;CHAMBON-SUR-CISSE;41033;689;54;12.71;1.21667;47.5667
15825;CHITENAY;41052;1022;65;15.61;1.36667;47.5
15826;BAILLOU;41012;246;12;19.85;0.85;47.9667
15827;VILLERBON;41288;776;44;17.28;1.36667;47.6667
15828;MEMBROLLES;41133;263;13;18.95;1.46667;47.9833
15829;BAIGNEAUX;41011;51;7;6.58;1.25;47.7833
15830;RILLY-SUR-LOIRE;41189;459;44;10.22;1.13333;47.4667
15831;MOLINEUF;41142;796;72;11.02;1.23333;47.5833
15832;FONTAINE-LES-COTEAUX;41087;385;17;22.11;0.833333;47.8
15833;TERNAY;41255;314;21;14.38;0.783333;47.7333
15834;ANGE;41002;817;47;17.36;1.23333;47.3167
15835;FOSSE;41091;1121;109;10.2;1.28333;47.6333
15836;HUISSEAU-EN-BEAUCE;41103;404;44;8.98;1.01667;47.7167
15837;OISLY;41166;342;32;10.61;1.38333;47.3833
15838;VILLENY;41285;403;11;33.98;1.75;47.6167
15839;VERDES;41270;495;17;28.59;1.43333;47.95
15840;VENDOME;41269;16920;708;23.89;1.06667;47.8
15841;SAINT-ROMAIN-SUR-CHER;41229;1513;48;31.17;1.4;47.3167
15842;VILLETRUN;41291;324;47;6.83;1.16667;47.7833
15843;MAZANGE;41131;916;37;24.26;0.95;47.8167
15844;CHOUE;41053;529;14;37.39;0.933333;48
15845;SAINT-JULIEN-DE-CHEDON;41217;734;74;9.87;1.2;47.3
15846;LANCE;41107;453;25;18.01;1.06667;47.7
15847;FORTAN;41090;268;44;5.98;0.916667;47.85
15848;CROUY-SUR-COSSON;41071;510;17;28.37;1.6;47.65
15849;YVOY-LE-MARRON;41297;617;12;48.92;1.85;47.6333
15850;SALBRIS;41232;5704;53;106.61;2.05;47.4259
15851;CHATEAUVIEUX;41042;555;16;33.48;1.38333;47.2167
15852;COUR-CHEVERNY;41067;2731;91;29.8;1.45;47.5
15853;MONTOIRE-SUR-LE-LOIR;41149;4058;193;21.02;0.866667;47.75
15854;VILLEFRANCHE-SUR-CHER;41280;2701;99;27.23;1.77;47.2934
15855;LESTIOU;41114;269;32;8.29;1.58333;47.7333
15856;PEZOU;41175;1125;80;13.97;1.13333;47.8667
15857;CRUCHERAY;41072;411;16;25.43;1.08333;47.7333
15858;FEINGS;41082;708;42;16.52;1.35;47.4333
15859;TOURAILLES;41261;130;17;7.46;1.15;47.6833
15860;CORMERAY;41061;1530;148;10.31;1.4;47.4833
15861;MONTHOU-SUR-BIEVRE;41145;764;45;16.62;1.3;47.4667
15862;RAHART;41186;288;20;14.23;1.06667;47.8667
15863;SAINT-CLAUDE-DE-DIRAY;41204;1698;185;9.17;1.41667;47.6167
15864;COURMEMIN;41068;524;21;24.17;1.63333;47.4667
15865;AVARAY;41008;723;52;13.88;1.56667;47.7167
15866;SOUVIGNY-EN-SOLOGNE;41251;494;11;41.55;2.16667;47.6417
15867;SAINT-FIRMIN-DES-PRES;41209;835;60;13.89;1.11667;47.8333
15868;MENNETOU-SUR-CHER;41135;884;54;16.26;1.88333;47.2667
15869;BLOIS;41018;46492;1241;37.46;1.33333;47.5833
15870;HOUSSAY;41102;370;22;16.56;0.933333;47.75
15871;PIERREFITTE-SUR-SAULDRE;41176;842;11;74.96;2.15;47.5083
15872;MOISY;41141;318;18;17.33;1.31667;47.9167
15873;LAVARDIN;41113;208;30;6.71;0.883333;47.75
15874;MEHERS;41132;341;18;18.27;1.45;47.3333
15875;CHEMERY;41049;961;28;34.16;1.46667;47.35
15876;NAVEIL;41158;2143;161;13.28;1.03333;47.8
15877;LA MAROLLE-EN-SOLOGNE;41127;397;15;25.24;1.78333;47.5833
15878;SAINT-JACQUES-DES-GUERETS;41215;94;51;1.81;0.8;47.7667
15879;JOSNES;41105;907;43;20.63;1.51667;47.8
15880;SAINT-GEORGES-SUR-CHER;41211;2448;102;23.78;1.13333;47.3167
15881;SAINT-AIGNAN;41198;3166;171;18.48;1.38333;47.2667
15882;SAINT-LUBIN-EN-VERGONNOIS;41223;682;39;17.06;1.23333;47.6167
15883;MARCILLY-EN-GAULT;41125;751;14;50.31;1.86667;47.45
15884;PONTLEVOY;41180;1586;31;51.12;1.25;47.3833
15885;ORCHAISE;41169;897;44;20.03;1.2;47.5833
15886;PRUNIERS-EN-SOLOGNE;41185;2292;52;43.84;1.67111;47.3228
15887;SOUESMES;41249;1119;11;99.5;2.18333;47.4583
15888;BILLY;41016;901;34;26.47;1.53333;47.3
15889;BRACIEUX;41025;1254;425;2.95;1.55;47.55
15890;TROO;41265;328;23;14.19;0.783333;47.7833
15891;VILLEXANTON;41292;187;16;11.53;1.41667;47.7333
15892;VILLEMARDY;41283;282;23;12.17;1.18333;47.7333
15893;COUDDES;41062;511;27;18.64;1.4;47.3667
15894;BREVAINVILLE;41026;171;10;16.16;1.28333;47.95
15895;MONTHOU-SUR-CHER;41146;969;48;20.16;1.3;47.35
15896;FRETEVAL;41095;1095;53;20.49;1.21667;47.8833
15897;THEILLAY;41256;1274;13;96.38;2.04029;47.3167
15898;OUCHAMPS;41170;832;63;13.08;1.31667;47.4667
15899;CHAILLES;41032;2537;136;18.54;1.31667;47.55
15900;LE GAULT-PERCHE;41096;290;10;28.2;0.979444;48.095
15901;CELLETTES;41031;2345;111;20.96;1.38333;47.5333
15902;CONAN;41057;199;13;15.3;1.28333;47.75
15903;VILLEFRANCOEUR;41281;486;26;18.08;1.21667;47.7
15904;MAROLLES;41128;710;71;9.88;1.3;47.65
15905;ROCHES;41191;73;8;8.79;1.45;47.8
15906;CHAMBORD;41034;134;2;54.38;1.51667;47.6167
15907;TREHET;41263;111;19;5.65;0.633333;47.7333
15908;HERBAULT;41101;1197;92;13.01;1.13333;47.6
15909;ORCAY;41168;240;12;18.75;2.10833;47.2917
15910;SAINT-AVIT;41202;110;7;14.83;0.916667;48.0833
15911;VEILLEINS;41268;150;3;43.26;1.66667;47.4167
15912;MOREE;41154;1140;44;25.83;1.23333;47.9
15913;SAINT-OUEN;41226;3448;305;11.3;1.08333;47.8167
15914;SUEVRES;41252;1498;40;36.65;1.46667;47.6667
15915;BOUFFRY;41022;146;8;17.73;1.1;48
15916;SAINT-GOURGON;41213;120;11;10.15;1.01667;47.6667
15917;VILLIERS-SUR-LOIR;41294;1192;119;9.96;1;47.8
15918;OUZOUER-LE-DOYEN;41172;226;13;16.59;1.33333;47.9333
15919;LA CHAPELLE-VICOMTESSE;41041;186;12;15.03;1.03333;47.9833
15920;MASLIVES;41129;684;93;7.35;1.48333;47.6333
15921;LISLE;41116;211;31;6.61;1.11667;47.85
15922;SAINT-DYE-SUR-LOIRE;41207;1114;202;5.51;1.48333;47.65
15923;MEUSNES;41139;1047;78;13.35;1.48333;47.25
15924;AUTHON;41007;641;19;32.26;0.9;47.65
15925;CHISSAY-EN-TOURAINE;41051;1143;62;18.17;1.13333;47.3333
15926;MONTRICHARD;41151;3427;238;14.36;1.18333;47.35
15927;CHOUSSY;41054;330;21;15.45;1.35;47.3667
15928;COUFFY;41063;558;37;14.92;1.43333;47.2333
15929;VILLEPORCHER;41286;148;12;12.1;1;47.6333
15930;LORGES;41119;370;27;13.52;1.5;47.8167
15931;LA MADELEINE-VILLEFROUIN;41121;27;2;9.68;1.41333;47.7856
15932;SASSAY;41237;918;55;16.44;1.43333;47.4
15933;MARAY;41122;229;8;27.8;1.88333;47.25
15934;LA FERTE-IMBAULT;41084;989;19;50.02;1.96667;47.3833
15935;LA FERTE-SAINT-CYR;41085;1019;17;57.93;1.66667;47.65
15936;GY-EN-SOLOGNE;41099;511;14;35.92;1.58333;47.35
15937;DANZE;41073;721;17;42.26;1.03333;47.9
15938;EPIAIS;41077;142;16;8.7;1.25;47.8
15939;CHATRES-SUR-CHER;41044;1090;30;35.33;1.91667;47.2667
15940;RENAY;41187;176;14;12.05;1.16667;47.85
15941;BUSLOUP;41028;433;22;18.94;1.13333;47.9
15942;MESLAY;41138;293;40;7.18;1.1;47.8167
15943;VILLECHAUVE;41278;289;26;11.02;0.95;47.65
15944;SAINT-ARNOULT;41201;331;34;9.57;0.866667;47.7
15945;FONTAINES-EN-SOLOGNE;41086;623;13;46.25;1.55;47.5167
15946;SOUGE;41250;482;28;16.88;0.727778;47.7703
15947;LA FERTE-BEAUHARNAIS;41083;536;221;2.42;1.85;47.5333
15948;VEUVES;41272;212;26;8.07;1.11667;47.4667
15949;SEMERVILLE;41244;95;9;9.67;1.4;47.9333
15950;ONZAIN;41167;3471;116;29.89;1.18333;47.5
15951;SANTENAY;41234;271;8;30.28;1.11667;47.5667
15952;CONTRES;41059;3420;94;36.09;1.43333;47.4167
15953;LANCOME;41108;136;13;9.89;1.11667;47.65
15954;SAMBIN;41233;917;44;20.83;1.3;47.4333
15955;VILLEDIEU-LE-CHATEAU;41279;409;13;29.65;0.65;47.7167
15956;MAREUIL-SUR-CHER;41126;1123;35;31.88;1.33333;47.2833
15957;TOUR-EN-SOLOGNE;41262;951;36;26.34;1.5;47.5333
15958;SAINT-LEONARD-EN-BEAUCE;41221;622;15;40.66;1.38333;47.8333
15959;LA CHAPELLE-VENDOMOISE;41040;741;56;13.07;1.25;47.6667
15960;LE POISLAY;41179;210;13;15.89;1.06667;48.0667
15961;FRANCAY;41093;297;14;20.31;1.13333;47.6167
15962;SAINT-GERVAIS-LA-FORET;41212;3312;369;8.97;1.35;47.5667
15963;MILLANCAY;41140;744;12;57.94;1.76667;47.45
15964;MARCHENOIR;41123;699;74;9.42;1.4;47.8167
15965;VILLENEUVE-FROUVILLE;41284;71;16;4.36;1.31667;47.7833
15966;PERIGNY;41174;191;18;10.41;1.15;47.7333
15967;BOURRE;41023;748;154;4.84;1.21667;47.35
15968;SAINTE-ANNE;41200;371;72;5.13;1.08333;47.75
15969;HUISSEAU-SUR-COSSON;41104;2193;96;22.79;1.45;47.6
15970;MER;41136;6115;231;26.47;1.5;47.7
15971;CHAON;41036;448;14;31.85;2.175;47.6083
15972;SAINT-VIATRE;41231;1269;14;89.79;1.93333;47.5167
15973;NOUAN-LE-FUZELIER;41161;2381;27;85.49;2.03628;47.5449
15974;MENARS;41134;606;134;4.5;1.4;47.6333
15975;SEUR;41246;467;121;3.85;1.33389;47.5028
15976;SOUDAY;41248;538;14;36.42;0.866667;48.0333
15977;CHOUZY-SUR-CISSE;41055;1860;82;22.43;1.25;47.5167
15978;BOURSAY;41024;206;9;22.08;0.966667;48.0167
15979;AUTAINVILLE;41006;378;15;25.01;1.41667;47.8833
15980;MARCILLY-EN-BEAUCE;41124;362;56;6.39;1;47.7667
15981;LASSAY-SUR-CROISNE;41112;245;14;16.92;1.61667;47.3667
15982;VILLAVARD;41274;147;28;5.18;0.9;47.75
15983;CHAMPIGNY-EN-BEAUCE;41035;654;29;22.31;1.25;47.7167
15984;CHEVERNY;41050;932;28;33;1.46667;47.5
15985;MESLAND;41137;556;21;26.38;1.11667;47.5167
15986;CHAUMONT-SUR-LOIRE;41045;1056;39;26.84;1.18333;47.4833
15987;SELLES-SAINT-DENIS;41241;1241;24;50.98;1.91667;47.3833
15988;NOYERS-SUR-CHER;41164;2809;123;22.74;1.4;47.2833
15989;FAVEROLLES-SUR-CHER;41080;1293;83;15.51;1.18333;47.3167
15990;COURBOUZON;41066;445;69;6.41;1.55;47.7167
15991;TALCY;41253;261;17;15.21;1.45;47.7667
15992;PRUNAY-CASSEREAU;41184;652;19;32.85;0.916667;47.7
15993;MULSANS;41156;457;28;16;1.38333;47.7
15994;SAINT-LAURENT-NOUAN;41220;4222;69;60.98;1.61167;47.7167
15995;LA CHAPELLE-MONTMARTIN;41038;420;39;10.72;1.73972;47.2703
15996;CORMENON;41060;697;121;5.76;0.883333;47.9667
15997;LE TEMPLE;41254;176;13;13.32;0.934722;47.9323
15998;SAINT-ETIENNE-DES-GUERETS;41208;97;8;11.72;1.06667;47.6
15999;SAINT-MARTIN-DES-BOIS;41225;615;16;36.4;0.833333;47.7167
16000;SAINT-DENIS-SUR-LOIRE;41206;787;63;12.4;1.38333;47.6167
16001;CHATILLON-SUR-CHER;41043;1691;57;29.66;1.5;47.2667
16002;SAINT-JULIEN-SUR-CHER;41218;747;46;15.99;1.76667;47.2833
16003;SELLES-SUR-CHER;41242;4616;179;25.74;1.55;47.2667
16004;LES MONTILS;41147;1794;193;9.27;1.3;47.5
16005;LANGON;41110;848;21;38.82;1.83333;47.2833
16006;CONCRIERS;41058;162;33;4.84;1.46667;47.7667
16007;VILLERMAIN;41289;350;12;28.75;1.53333;47.8667
16008;LA FONTENELLE;41089;196;9;20.1;1.03333;48.0667
16009;RHODON;41188;105;14;7.12;1.26667;47.75
16010;DROUE;41075;1073;44;24.04;1.08333;48.0333
16011;VILLIERSFAUX;41293;256;35;7.22;0.983333;47.75
16012;LANDES-LE-GAULOIS;41109;697;28;24.15;1.18333;47.65
16013;LIGNIERES;41115;418;26;15.77;1.18333;47.8667
16014;SAINT-MARC-DU-COR;41224;190;14;13.09;0.95;47.9667
16015;VILLEBOUT;41277;127;11;11.21;1.18333;47.9833
16016;ROMILLY;41193;162;10;14.9;1.03333;47.95
16017;OUZOUER-LE-MARCHE;41173;1907;67;28.1;1.53333;47.9167
16018;ROCE;41190;188;18;10.27;1.15;47.8
16019;COULOMMIERS-LA-TOUR;41065;527;43;12.12;1.13333;47.7833
16020;SAINT-AMAND-LONGPRE;41199;1218;56;21.37;1.01639;47.69
16021;BEAUVILLIERS;41015;62;7;8;1.25833;47.8417
16022;ROUGEOU;41195;116;14;7.89;1.53333;47.3667
16023;LOREUX;41118;236;7;29.95;1.83333;47.4
16024;AVERDON;41009;703;24;29.14;1.3;47.6833
16025;NOURRAY;41163;116;9;12.17;1.06667;47.7167
16026;SELOMMES;41243;843;30;28.01;1.2;47.75
16027;SEILLAC;41240;84;8;9.58;1.15;47.55
16028;LA COTE-EN-COUZAN;42072;76;8;9.11;3.81667;45.7833
16029;PERIGNEUX;42169;1370;42;32;4.16667;45.4333
16030;PONCINS;42174;897;43;20.63;4.16667;45.7333
16031;MACLAS;42129;1685;166;10.15;4.68333;45.35
16032;RIVE-DE-GIER;42186;14996;2045;7.33;4.61667;45.5333
16033;FIRMINY;42095;17133;1639;10.45;4.3;45.3833
16034;CHAZELLES-SUR-LAVIEU;42058;247;25;9.85;4;45.5333
16035;CHATELNEUF;42054;317;37;8.48;4;45.6333
16036;COTTANCE;42073;664;49;13.55;4.3;45.8
16037;SAINT-GENEST-LERPT;42223;5683;448;12.68;4.33333;45.45
16038;LURIECQ;42126;1190;58;20.28;4.06667;45.45
16039;CALOIRE;42031;335;71;4.7;4.23333;45.4167
16040;CHENEREILLES;42060;476;53;8.97;4.08333;45.4833
16041;SAINT-PAUL-EN-CORNILLON;42270;1321;355;3.72;4.23333;45.4
16042;ARCON;42008;99;5;19.19;3.9;46
16043;SAINT-JULIEN-LA-VETRE;42245;376;29;12.9;3.81667;45.8167
16044;CREMEAUX;42076;947;28;33.32;3.93333;45.9
16045;CELLIEU;42032;1578;130;12.11;4.53333;45.5167
16046;CHAUSSETERRE;42339;245;14;16.58;3.78333;45.9
16047;SAINT-FORGEUX-LESPINASSE;42220;538;33;16.19;3.93333;46.1167
16048;LEIGNEUX;42119;391;86;4.53;3.98333;45.75
16049;CHIRASSIMONT;42063;376;35;10.69;4.28333;45.9167
16050;LA CHAMBA;42040;51;9;5.2;3.76667;45.75
16051;SAINT-LAURENT-ROCHEFORT;42252;252;16;15.6;3.91667;45.7667
16052;L'HOPITAL-LE-GRAND;42108;952;74;12.86;4.2;45.6
16053;ARCINGES;42007;194;56;3.44;4.28333;46.1333
16054;MARINGES;42138;640;69;9.17;4.35;45.65
16055;UNIAS;42315;373;69;5.37;4.21667;45.6
16056;SAINT-GALMIER;42222;5588;287;19.47;4.31667;45.5833
16057;VERRIERES-EN-FOREZ;42328;632;29;21.17;4;45.5667
16058;LA TALAUDIERE;42305;6459;846;7.63;4.43333;45.4833
16059;LA BENISSON-DIEU;42016;439;39;11.12;4.04556;46.15
16060;RENAISON;42182;2866;124;23.04;3.93333;46.05
16061;SAINT-PIERRE-LA-NOAILLE;42273;368;51;7.21;4.1;46.1833
16062;MARCLOPT;42135;494;58;8.43;4.2;45.6667
16063;BOEN;42019;3181;530;6;3.98333;45.7333
16064;UNIEUX;42316;8643;1007;8.58;4.26667;45.4
16065;VOUGY;42338;1408;67;20.9;4.11889;46.1034
16066;VIVANS;42337;247;9;25.16;3.95;46.1833
16067;ECOCHE;42086;552;47;11.7;4.3;46.15
16068;NOTRE-DAME-DE-BOISSET;42161;544;59;9.1;4.13333;46
16069;SAINT-ANDRE-LE-PUY;42200;1265;146;8.66;4.26667;45.65
16070;ESSERTINES-EN-DONZY;42090;490;70;6.97;4.35;45.75
16071;MAIZILLY;42131;341;66;5.12;4.25;46.1833
16072;SAUVAIN;42298;401;13;30.23;3.9;45.6667
16073;SAINT-ANDRE-D'APCHON;42199;1909;142;13.44;3.93333;46.0333
16074;CHALAIN-LE-COMTAL;42038;657;35;18.36;4.16667;45.65
16075;LE CERGNE;42033;713;120;5.93;4.31667;46.1167
16076;GENILAC;42225;3730;430;8.67;4.58167;45.5323
16077;SAINT-SYMPHORIEN-DE-LAY;42289;1800;53;33.57;4.21667;45.95
16078;SAINT-MARCEL-DE-FELINES;42254;779;34;22.43;4.18333;45.8667
16079;NANDAX;42152;529;65;8.03;4.16667;46.1
16080;MARCOUX;42136;728;47;15.3;4.01667;45.7167
16081;CUINZIER;42079;658;117;5.62;4.28333;46.1333
16082;SAINT-PIERRE-DE-BOEUF;42272;1621;272;5.95;4.75;45.3667
16083;SAINT-PRIEST-LA-ROCHE;42277;302;22;13.5;4.1;45.9167
16084;SAINT-GERMAIN-LA-MONTAGNE;42229;233;18;12.54;4.38333;46.2
16085;CHALAIN-D'UZORE;42037;534;66;8.03;4.08333;45.6667
16086;POUILLY-SOUS-CHARLIEU;42177;2544;159;15.99;4.11667;46.15
16087;SAINT-JEAN-SAINT-MAURICE-SUR-LOIRE;42239;1124;47;23.57;4.00195;45.9659
16088;SAINT-HAON-LE-VIEUX;42233;907;55;16.34;3.91667;46.0667
16089;CHAMPDIEU;42046;1694;93;18.2;4.05;45.65
16090;GREZOLLES;42106;279;49;5.6;3.95111;45.8634
16091;VEAUCHE;42323;8507;817;10.41;4.28333;45.55
16092;SAINT-CYR-DE-FAVIERES;42212;805;57;14.11;4.1;45.9667
16093;AVEIZIEUX;42010;1467;162;9.02;4.38333;45.5667
16094;CIVENS;42065;1367;104;13.1;4.25;45.7833
16095;SORBIERS;42302;7717;633;12.19;4.45;45.4833
16096;CHALMAZEL;42039;409;10;39.38;3.85;45.7
16097;VEAUCHETTE;42324;921;122;7.54;4.26667;45.5667
16098;SAINT-MEDARD-EN-FOREZ;42264;935;89;10.39;4.36667;45.6
16099;TARTARAS;42307;767;196;3.91;4.66667;45.55
16100;MALLEVAL;42132;552;109;5.06;4.725;45.3833
16101;GRAIX;42101;145;16;8.58;4.56667;45.35
16102;SAINT-PRIEST-LA-VETRE;42278;134;25;5.17;3.8;45.8
16103;MONTROND-LES-BAINS;42149;4785;473;10.11;4.23333;45.6333
16104;COLOMBIER;42067;308;17;17.86;4.6;45.3378
16105;CRAINTILLEUX;42075;1170;142;8.22;4.23333;45.5833
16106;SAINT-THURIN;42291;194;26;7.35;3.86667;45.8167
16107;AILLEUX;42002;147;15;9.31;3.95;45.8
16108;L'HOPITAL-SOUS-ROCHEFORT;42109;118;102;1.15;3.93361;45.7739
16109;VALEILLE;42319;665;40;16.43;4.30695;45.7075
16110;BOURG-ARGENTAL;42023;3011;149;20.15;4.55;45.3
16111;ARTHUN;42009;511;36;13.88;4.03333;45.7667
16112;SAINT-MARTIN-D'ESTREAUX;42257;897;30;29.6;3.8;46.2
16113;MONTBRISON;42147;15299;936;16.33;4.05;45.6
16114;MORNAND-EN-FOREZ;42151;422;19;21.6;4.13333;45.6833
16115;CHAMBOEUF;42043;1590;142;11.12;4.31667;45.5833
16116;BUSSIERES;42029;1515;90;16.76;4.26667;45.8333
16117;LENTIGNY;42120;1587;140;11.3;3.98333;46
16118;SAINT-MAURICE-EN-GOURGOIS;42262;1728;54;31.83;4.18333;45.4
16119;SAINT-DENIS-DE-CABANNE;42215;1300;169;7.65;4.21667;46.1667
16120;MAGNEUX-HAUTE-RIVE;42130;481;38;12.56;4.16667;45.6667
